回,問番号,科目,テーマ,テーマ出題数_10年,テーマ出題回数_10年,設問形式,計算問題,図構造式,選択肢数,問題文字数,問題文,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正答,正答率,類題
110,51,薬剤,製剤材料の物性,35,10,肯定形,,○,5,62,構造粘性を有する製剤でみられる、下図のレオグラムを示す現象はどれか。1つ選べ。 D 度速断んせ下降曲線上昇曲線せん断応力 S,クリープ,チキソトロピー,応力緩和,ダイラタンシー,コアセルベーション,2,,102-50 102-51 102-52 102-53 103-48 103-49 103-51 103-54 104-50 104-51 104-53 104-54 105-48 105-50 106-49 106-50 106-52 107-48 107-49 108-49 108-50 108-52 108-53 109-49 109-50 109-52 109-53 110-49 110-50 110-52 111-48 111-49 111-50 111-51
110,52,薬剤,製剤材料の物性,35,10,肯定形,,,5,30,透析用剤に適用される日本薬局方一般試験法はどれか。1つ選べ。,アルコール数測定法,エンドトキシン試験法,重金属試験法,制酸力試験法,溶出試験法,2,,102-50 102-51 102-52 102-53 103-48 103-49 103-51 103-54 104-50 104-51 104-53 104-54 105-48 105-50 106-49 106-50 106-52 107-48 107-49 108-49 108-50 108-52 108-53 109-49 109-50 109-52 109-53 110-49 110-50 110-51 111-48 111-49 111-50 111-51
110,53,薬剤,DDS・放出制御,7,5,肯定形,,○,5,54,下の模式図で示される経口徐放カプセル剤の型はどれか。1つ選べ。速放性顆粒徐放性顆粒1徐放性顆粒2徐放性顆粒3,スパンスル型,ロンタブ型,グラデュメット型,スパスタブ型,レジネート型,1,,102-49 106-55 109-55 110-55 111-54 111-55
110,54,薬剤,吸収・膜透過,28,10,肯定形,,○,5,40,薬物の直腸からの吸収改善を図るために用いられている吸収促進剤はどれか。1つ選べ。,アルギン酸ナトリウム,安息香酸ナトリウム,カプリン酸ナトリウム,チオグリコール酸,プロカイン塩酸塩,3,,102-42 102-54 103-41 103-42 103-55 104-42 105-41 105-52 105-54 106-41 106-42 106-48 107-41 107-42 107-51 107-55 108-41 108-42 108-54 108-55 109-41 109-42 109-51 110-42 111-41 111-42 111-52
110,55,薬剤,DDS・放出制御,7,5,肯定形,,,5,51,レクチンによる認識機構を介した能動的ターゲティングのための修飾基として用いられるのはどれか。1つ選べ。,糖鎖,ポリペプチド,長鎖不飽和脂肪酸,オリゴヌクレオチド,ポリエチレングリコール,1,,102-49 106-55 109-55 110-53 111-54 111-55
110,56,病態・薬物治療,循環器疾患,14,6,肯定形,,,5,38,心筋細胞の壊死を直接起こすことにより、心不全を誘発するのはどれか。1つ選べ。,アミオダロン,ドキソルビシン,エナラプリル,ビソプロロール,ピオグリタゾン,2,,102-57 102-60 102-69 104-60 105-56 105-63 108-59 108-61 108-63 108-68 110-59 111-58 111-68
110,57,病態・薬物治療,副作用・薬剤性疾患,18,9,肯定形,,,5,106,デキストラン硫酸固定化セルロースを用いた吸着器によるアフェレシス（注）施行中の患者への投与禁忌薬はどれか。1つ選べ。（注）アフェレシス：生体内のさまざまな血液関連因子を分離・除去して治療する広範囲な医療技術の総称,ニフェジピン,エナラプリルマレイン酸塩,イルベサルタン,エサキセレノン,ドキサゾシンメシル酸塩,2,,103-68 103-70 104-58 105-58 106-56 106-68 107-57 108-58 108-60 108-65 108-66 108-69 109-59 109-61 110-58 111-57 111-65
110,58,病態・薬物治療,副作用・薬剤性疾患,18,9,肯定形,,,5,42,心房と心室を直接連絡する副伝導路により、心室の早期興奮が生じるのはどれか。1つ選べ。,Adams-Stokes（アダムス・ストークス）症候群,Brugada（ブルガダ）症候群,QT 延長症候群,WPW（Wolff-Parkinson-White）症候群,洞不全症候群,4,,103-68 103-70 104-58 105-58 106-56 106-68 107-57 108-58 108-60 108-65 108-66 108-69 109-59 109-61 110-57 111-57 111-65
110,59,病態・薬物治療,循環器疾患,14,6,肯定形,,,5,28,急性心筋梗塞の初期治療に用いられるのはどれか。1つ選べ。,アスピリン,イソプレナリン塩酸塩,ダビガトランエテキシラートメタンスルホン酸塩,プレドニゾロン,プロプラノロール塩酸塩,1,,102-57 102-60 102-69 104-60 105-56 105-63 108-59 108-61 108-63 108-68 110-56 111-58 111-68
110,60,病態・薬物治療,精神・神経疾患,16,8,肯定形,,,5,24,重症筋無力症で認められる症状はどれか。1つ選べ。,突発性発熱,前向性健忘,聴覚障害,振戦,構音障害,5,,102-61 103-60 104-61 104-62 105-62 106-58 106-59 106-64 107-58 107-59 107-60 107-61 107-62 109-56 109-57
110,61,病態・薬物治療,呼吸器・アレルギー疾患,12,7,肯定形,,,5,18,喀血を生じる疾患はどれか。1つ選べ。,気管支拡張症,出血性腸炎,くも膜下出血,胃潰瘍,胃食道逆流症,1,,102-62 103-61 103-62 104-64 104-69 105-61 105-64 105-70 107-66 108-64 110-67
110,62,病態・薬物治療,代謝・内分泌疾患,15,7,肯定形,,,5,26,痛風発作治療薬として最も適切なのはどれか。1つ選べ。,アロプリノール,ダパグリフロジン,ナプロキセン,ラスブリカーゼ,クエン酸カリウム・クエン酸ナトリウム,3,,102-59 103-59 103-63 103-65 106-60 107-65 109-58 109-62 109-64 109-65 110-63 111-56 111-62 111-63
110,63,病態・薬物治療,代謝・内分泌疾患,15,7,肯定形,,,5,28,慢性甲状腺炎の検査所見で陽性になるのはどれか。1つ選べ。,抗ペルオキシダーゼ抗体,抗甲状腺刺激ホルモン（TSH）受容体抗体,抗グルタミン酸脱炭酸酵素（GAD）抗体,抗アセチルコリン受容体抗体,抗環状シトルリン化ペプチド（CCP）抗体,1,,102-59 103-59 103-63 103-65 106-60 107-65 109-58 109-62 109-64 109-65 110-62 111-56 111-62 111-63
110,64,病態・薬物治療,産婦人科・小児・皮膚眼科ほか,6,6,肯定形,,,5,29,シクロスポリン点眼液が使用される眼疾患はどれか。1つ選べ。,白内障,春季カタル,感染性角膜炎,加齢黄斑変性,緑内障,2,,102-70 105-60 107-63 109-66 111-64
110,65,病態・薬物治療,感染症,12,8,肯定形,,,5,31,空気感染が主な伝播経路となるウイルス感染症はどれか。1つ選べ。,麻しん,風しん,HIV 感染症,流行性耳下腺炎（ムンプス）,インフルエンザ,1,,102-64 102-65 104-63 104-66 105-67 106-65 106-66 108-67 109-67 110-70 111-61
110,66,病態・薬物治療,検査値・臨床検査,7,5,肯定形,,,5,36,播種性血管内凝固症候群（DIC）で認められる検査所見はどれか。1つ選べ。,アンチトロンビンの減少,フィブリノゲン・フィブリン分解産物（FDP）の減少,血小板数の増加,プラスミノゲンの増加,プロトロンビン時間（PT）の短縮,1,,103-57 103-58 106-57 107-64 107-70 111-59
110,67,病態・薬物治療,呼吸器・アレルギー疾患,12,7,肯定形,,,5,27,特発性肺線維症の治療に用いられるのはどれか。1つ選べ。,アベマシクリブ,インターフェロンアルファ,ゲフィチニブ,ピルフェニドン,ブレオマイシン,4,,102-62 103-61 103-62 104-64 104-69 105-61 105-64 105-70 107-66 108-64 110-61
110,68,病態・薬物治療,がん,13,9,肯定形,,,5,45,胆石症の疝痛発作時に、疼痛緩和のために使用される薬物として最も適切なのはどれか。1つ選べ。,ウルソデオキシコール酸,エストラジオール,ブチルスコポラミン臭化物,ベザフィブラート,モルヒネ塩酸塩,3,,102-56 102-63 102-66 103-56 104-59 104-65 105-57 105-59 106-67 107-67 108-56 111-67
110,69,病態・薬物治療,医薬品情報・EBM,11,7,肯定形,,,5,27,以下の医薬品情報源のうち、一次資料はどれか。1つ選べ。,ガイドライン,索引誌,医薬品インタビューフォーム,原著論文,医薬品添付文書,4,,102-67 103-66 104-67 104-68 104-70 107-68 107-69 109-68 109-70 111-70
110,70,病態・薬物治療,感染症,12,8,肯定形,,,5,35,レジオネラ肺炎に対して最も有効性が期待できる抗菌薬はどれか。1つ選べ。,シプロフロキサシン,タゾバクタム・ピペラシリン,メロペネム,アミカシン,バンコマイシン,1,,102-64 102-65 104-63 104-66 105-67 106-65 106-66 108-67 109-67 110-65 111-61
110,71,法規・制度・倫理,薬剤師法,13,8,肯定形,,,5,39,薬剤師が2年ごとに厚生労働大臣に届け出なければならない事項はどれか。1つ選べ。,個人番号（マイナンバー）,住所,認定薬剤師の資格,薬剤師国家試験合格の年,再教育研修の受講の有無,2,,102-72 102-73 102-75 104-74 105-79 106-72 106-73 107-71 107-72 107-78 108-71 109-73
110,72,法規・制度・倫理,薬機法・医薬品の分類,18,9,肯定形,,,5,73,医薬品医療機器等法において、「薬局医薬品」とは、「要指導医薬品及び A 以外の医薬品をいう。」となっている。A にあてはまるのはどれか。1つ選べ。,医療用医薬品,処方箋医薬品,一般用医薬品,体外診断用医薬品,薬局製造販売医薬品,3,,103-73 103-74 103-80 104-76 104-78 105-75 105-78 105-80 106-80 107-77 108-76 109-74 109-75 110-73 110-75 111-71 111-75
110,73,法規・制度・倫理,薬機法・医薬品の分類,18,9,否定形,,○,5,52,医薬品の製造販売承認申請のための一般毒性試験を実施する際に、遵守しなければならないのはどれか。1つ選べ。,GCP,GLP,GMP,GQP,GVP,2,,103-73 103-74 103-80 104-76 104-78 105-75 105-78 105-80 106-80 107-77 108-76 109-74 109-75 110-72 110-75 111-71 111-75
110,74,法規・制度・倫理,毒薬・劇薬・毒物劇物,5,5,肯定形,,,5,64,毒物劇物営業者が行う劇物の容器及び被包への表示について、「医薬用外」の文字に加えて表示する内容として正しいのはどれか。1つ選べ。,白地に赤色をもって「劇」の文字,白地に黒色をもって「劇」の文字,白地に赤色をもって「劇物」の文字,赤地に白色をもって「劇物」の文字,白地に黒色をもって「劇物」の文字,3,,103-79 104-73 105-72 107-75
110,75,法規・制度・倫理,薬機法・医薬品の分類,18,9,肯定形,,○,5,139,医薬品副作用被害救済制度の概要を示した下図において、健康被害者が給付を請求する先の Ａ として正しいのはどれか。1つ選べ。厚生労働大臣 ③諮問 ④答申薬事審議会＊ ＊（旧）薬事・食品衛生審議会 ②判定の申し出 ⑤判定結果の通知健康被害者（本人または遺族） ①給付請求 ⑥給付 Ａ,主治医,都道府県知事,製造販売業者,社会保険診療報酬支払基金,独立行政法人医薬品医療機器総合機構（PMDA）,5,,103-73 103-74 103-80 104-76 104-78 105-75 105-78 105-80 106-80 107-77 108-76 109-74 109-75 110-72 110-73 111-71 111-75
110,76,法規・制度・倫理,医療法・医療提供体制,7,7,肯定形,,,5,21,評価療養の対象となるのはどれか。1つ選べ。,出産に係る診療,医薬品の治験に係る診療,特別の療養環境（差額ベッド）,予約診療,紹介状なしでの特定機能病院の初診,2,,102-74 103-72 104-77 105-76 107-80 111-74
110,77,法規・制度・倫理,医療保険・介護保険,14,8,肯定形,,,5,49,介護保険法において、第2号被保険者が要介護認定を受けられる特定疾病に該当するのはどれか。1つ選べ。,関節リウマチ,結核,C 型肝炎,高血圧症,脂質異常症,1,,102-76 102-78 104-71 105-73 106-78 106-79 108-73 108-77 108-78 109-79 111-72 111-78 111-79
110,78,法規・制度・倫理,倫理・臨床研究,9,8,肯定形,,,5,59,世界医師会総会にて採択された、ヒポクラテスの誓いを現代化したものであるジュネーブ宣言の根幹となるのはどれか。1つ選べ。,患者の権利,生命倫理の4原則,医師の遵守すべき倫理,非人道的な人体実験の実施条件,人を対象とした医学研究の倫理的原則,3,,102-79 103-77 103-78 104-79 106-71 107-79 108-79 109-72
110,79,法規・制度・倫理,安全対策・救済制度,3,3,肯定形,,,5,64,汚染されたヒト乾燥硬膜の使用により感染した疾患であって、生物由来製品感染等被害救済制度の創設の契機となったのはどれか。1つ選べ。,成人 T 細胞白血病,クロイツフェルト・ヤコブ病,トキソプラズマ症,大腿四頭筋短縮症,後天性免疫不全症候群,2,,105-74 111-76
110,80,法規・制度・倫理,コミュニケーション・患者中心の医療,7,6,肯定形,,,5,48,コミュニケーションを円滑にするため取り入れる傾聴の技能や態度として、適切なのはどれか。1つ選べ。,ブロッキング,ミラーリング,エンコーディング,パターナリズム,デコーディング,2,,102-80 104-80 108-80 109-71 109-80 111-80
110,81,実務,在宅・地域・セルフメディケーション,10,7,肯定形,,,5,47,以下の成分を含む一般用医薬品を使用した場合に、出血傾向に最も注意が必要なのはどれか。1つ選べ。,センノシド,ロぺラミド塩酸塩,ミノキシジル,フェキソフェナジン塩酸塩,イコサペント酸エチル,5,,102-89 103-87 105-90 107-89 108-87 109-83 109-86 110-84 110-85
110,82,実務,服薬タイミング・投与計画,6,4,肯定形,,,5,22,通常、食前に服用する薬剤はどれか。1つ選べ。,セレコキシブ錠,イマチニブメシル酸塩錠,メナテトレノンカプセル,エパルレスタット錠,イトラコナゾールカプセル,4,,104-81 104-85 104-87 105-82 111-89
110,83,実務,服薬指導・製剤の取扱い,12,9,肯定形,,,5,57,居宅療養管理指導をしている患者のケアプラン作成において、薬剤師が情報提供しなければならない職種はどれか。1つ選べ。,介護福祉士,介護支援専門員,生活相談員,社会福祉士,訪問介護員,2,,102-85 103-89 105-88 106-82 106-88 107-87 107-88 108-89 109-81 109-85 111-88
110,84,実務,在宅・地域・セルフメディケーション,10,7,肯定形,,,5,35,災害派遣医療チーム（DMAT）が最も優先すべき活動はどれか。1つ選べ。,広域医療搬送対象患者の選出,心的外傷後ストレス障害（PTSD）の診療,長期的な医療支援,一般用医薬品の販売,被災地の復興支援,1,,102-89 103-87 105-90 107-89 108-87 109-83 109-86 110-81 110-85
110,85,実務,在宅・地域・セルフメディケーション,10,7,肯定形,,,5,41,透析療法を受けている患者への販売を避けるべき一般用医薬品の成分はどれか。1つ選べ。,ロペラミド塩酸塩,テプレノン,乾燥酵母,トリメブチンマレイン酸塩,スクラルファート,5,,102-89 103-87 105-90 107-89 108-87 109-83 109-86 110-81 110-84
110,86,実務,調剤・処方箋,9,7,肯定形,,,5,24,以下のうち、学校薬剤師の職務はどれか。1つ選べ。,保健室内での調剤,救急時の一般用医薬品の販売,ワクチンの投与,校内土壌の放射能汚染検査,薬物乱用防止のための教育,5,,102-83 102-87 104-88 105-87 106-90 108-83 109-84 109-90
110,87,実務,副作用モニタリング・禁忌,8,6,肯定形,,,5,34,周術期の患者において血栓症のリスクが最も高い薬剤はどれか。1つ選べ。,メトホルミン塩酸塩錠,サクビトリルバルサルタンナトリウム水和物錠,ダパグリフロジンプロピレングリコール錠,ドロスピレノン・エチニルエストラジオール錠,セマグルチド錠,4,,103-82 104-90 106-85 106-86 108-84 110-90 111-84
110,88,実務,リスクマネジメント,1,1,肯定形,,,5,84,以下のうち、Common Terminology Criteria for Adverse Events（CTCAE）が用いられる指標として適切なのはどれか。1つ選べ。,医薬品自主回収時の健康危険度,インシデント発生時の患者への影響度分類レベル,医薬品・医療機器等安全性情報の緊急度,医薬品による有害事象の重症度,患者の日常生活における制限の程度,4,,
110,89,実務,医薬品情報・安全性情報,2,2,肯定形,,,5,64,以下のうち、医薬品による副作用が疑われる症例について、医薬関係者が報告する医薬品安全性情報報告書への記載項目はどれか。1つ選べ。,患者の生年月日,患者氏名,副作用の発現期間,家族の副作用歴,被疑薬の製造番号,3,,111-90
110,90,実務,副作用モニタリング・禁忌,8,6,肯定形,,,5,28,腫瘍崩壊症候群の予防に用いられる薬剤はどれか。1つ選べ。,ウルソデオキシコール酸錠,フェブキソスタット錠,メトトレキサート錠,ラモセトロン塩酸塩錠,タクロリムス錠,2,,103-82 104-90 106-85 106-86 108-84 110-87 111-84
111,1,物理,未分類,2,2,肯定形,,○,5,63,水100 mL に、ある有機溶媒100 mL を加えると二液相が形成され、上層が水相となった。この有機溶媒はどれか。1つ選べ。,ジエチルエーテル,1-オクタノール,□-ヘキサン,トルエン,クロロホルム,5,,110-4
111,2,物理,溶液・束一的性質,6,4,肯定形,○,,5,67,イオン強度 □ を求める式として正しいのはどれか。1つ選べ。ただし、□□ はイオン種 □ のモル濃度、□□ はそのイオンの電荷である。,□ ＝ ∑ □□ □□,□ ＝ ∑ □□ 2□□,□ ＝ ∑ □□ □□ ∑ □□ 2□□,□ ＝,□ ＝ ∑ □□ □□,5,,103-2 107-3 107-4 110-3 110-5
111,3,物理,反応速度論,2,2,肯定形,,,,99,ある薬物の分解反応を異なる温度で行い、その反応速度定数 □ の対数（ln □）を縦軸に、絶対温度 □ の逆数（1/□）を横軸にとってプロットした場合、アレニウスの式に従っているのはどれか。1つ選べ。,,,,,,1,,102-5
111,4,物理,機器分析,2,2,肯定形,○,,5,55,吸光度1.0を透過率で表すといくらか。1つ選べ。ただし、吸光度の測定に用いたセルの層長は1.0 cm とする。,1.0％,10％,50％,90％,99％,2,,109-4
111,5,物理,分析の基礎・バリデーション,10,6,肯定形,,,,112,採取した1つの均質な検体から同じように調製した多数の試料を1回ずつ分析し、得られた測定値の分布を、真の値を100.0としてヒストグラムに表した。真度及び精度ともに高いのはどれか。1つ選べ。ただし、分析した試料数は同じである。,,,,,,4,,102-1 103-5 105-1 105-3 105-4 106-2 106-3 108-3 108-5
111,6,化学,酸塩基性・官能基,5,5,肯定形,,,,47,薬物中の塩基性官能基を中和するベシル酸の化学構造（分子形）として、正しいのはどれか。1つ選べ。,,,,,,2,,102-10 103-10 104-7 110-8
111,7,化学,有機反応,6,5,肯定形,,,,34,一酸化窒素はラジカル分子である。そのルイス構造式はどれか。1つ選べ。,,,,,,1,,102-8 105-6 106-7 106-9 109-9
111,8,化学,芳香族・共役系,4,3,肯定形,,,,30,芳香環を除く二重結合が、□ 配置であるのはどれか。1つ選べ。,,,,,,3,,103-8 104-9 111-9
111,9,化学,芳香族・共役系,4,3,否定形,,,,20,芳香族性を示さないのはどれか。1つ選べ。,,,,,,3,,103-8 104-9 111-8
111,10,化学,生薬・天然物,6,6,肯定形,,○,5,31,下図に示した植物由来の化合物が含む部分構造はどれか。1つ選べ。,リグナン,クロモン,フラノクマリン,ジテルペン,アントラキノン,3,,105-10 106-10 107-10 108-8 109-10
111,11,生物,人体の構造と機能,13,8,肯定形,,○,,48,下図は、ヒト男性の泌尿器及び生殖器を含む下腹部の正中矢状断面図である。前立腺はどれか。1つ選べ。,,,,,,4,,102-11 103-11 104-11 104-12 105-11 105-14 108-11 108-12 109-11 109-12 109-14 110-11
111,12,生物,代謝経路,2,2,肯定形,,,5,39,ペントースリン酸回路の中で NADPH を生じる反応の基質はどれか。1つ選べ。,グルコース1-リン酸,グルコース6-リン酸,フルクトース6-リン酸,グリセルアルデヒド3-リン酸,ホスホエノールピルビン酸,2,,107-12
111,13,生物,免疫,8,7,肯定形,,,5,21,一次（中枢）リンパ器官はどれか。1つ選べ。,脾臓,リンパ節,胸腺,□桃,パイエル板,3,,102-15 103-14 104-15 105-15 108-13 108-15 109-15
111,14,生物,微生物,4,4,肯定形,,,5,33,ヒトでは合成されない、真菌に特異的な細胞膜成分はどれか。1つ選べ。,ホスファチジルエタノールアミン,ホスファチジルセリン,スフィンゴミエリン,エルゴステロール,コレステロール,4,,102-14 106-15 107-15
111,15,生物,遺伝子・分子生物学,10,6,肯定形,,,5,41,生物種ごとに1セットとして定義される、すべての核酸上の遺伝情報はどれか。1つ選べ。,エキソン,イントロン,ヒストン,ゲノム,テロメア ― ―,4,,102-13 103-13 104-13 104-14 107-13 107-14 110-13 110-14 110-15
111,16,衛生,感染症・予防接種,10,9,肯定形,,,5,23,疾病の三次予防に該当するのはどれか。1つ選べ。,健常者のがん検診,禁煙教室,在宅機能訓練,献血された血液の抗 HIV 抗体検査,予防接種,3,,102-19 103-19 104-18 105-19 105-20 106-18 108-16 109-17 110-17
111,17,衛生,疫学・EBM,4,3,肯定形,,,5,53,2019〜2023年の5年間の陽性者発見率が最も高い新生児マススクリーニングの対象疾患はどれか。1つ選べ。,先天性甲状腺機能低下症,メープルシロップ尿症,フェニルケトン尿症,ガラクトース血症,先天性副腎過形成症,1,,106-17 106-19 109-16
111,18,衛生,栄養・食事摂取基準,10,7,肯定形,,,,35,欠乏によりウェルニッケ脳症が引き起こされるビタミンはどれか。1つ選べ。,,,,,,2,,103-16 103-23 105-23 106-20 107-16 107-19 108-21 109-19 111-19
111,19,衛生,栄養・食事摂取基準,10,7,肯定形,,,5,66,「日本人の食事摂取基準（2020年版）」において、摂取量を増やすことを目指す栄養素として目標量が設定されているのはどれか。1つ選べ。,ナイアシン,ビオチン,カリウム,ナトリウム,リン,3,,103-16 103-23 105-23 106-20 107-16 107-19 108-21 109-19 111-18
111,20,衛生,未分類,3,3,肯定形,,,5,37,適量の摂取により、冠動脈疾患や心不全の予防に寄与するのはどれか。１つ選べ。,ステアリン酸,ドコサヘキサエン酸,エライジン酸,パルミチン酸,アラキドン酸,2,,102-22 109-21
111,21,衛生,食中毒・食品衛生,19,9,肯定形,,,5,25,スイセンによる食中毒の原因物質はどれか。1つ選べ。,アコニチン,アミグダリン,コルヒチン,チャコニン,リコリン,5,,102-16 102-17 102-18 103-17 103-18 104-16 104-17 105-16 105-18 107-17 107-18 107-20 108-18 108-19 108-20 109-20 110-19 110-20
111,22,衛生,化学物質の毒性・解毒,20,10,肯定形,,,5,47,生体内の活性酸素種を消去する、ヒトのカタラーゼの活性中心を構成する金属元素はどれか。1つ選べ。,モリブデン,亜鉛,銅,セレン,鉄,5,,102-21 103-21 103-22 104-22 104-23 105-17 105-22 105-24 106-21 106-22 107-22 107-23 107-24 108-22 109-22 110-18 110-21 111-23 111-25
111,23,衛生,化学物質の毒性・解毒,20,10,肯定形,,,5,36,ヒドロキソコバラミンを解毒薬として用いる中毒原因物質はどれか。1つ選べ。,モルヒネ,タリウム,鉛,シアン化カリウム,アニリン,4,,102-21 103-21 103-22 104-22 104-23 105-17 105-22 105-24 106-21 106-22 107-22 107-23 107-24 108-22 109-22 110-18 110-21 111-22 111-25
111,24,衛生,環境衛生,22,10,肯定形,,,5,116,オゾン層破壊作用はないが、地球温暖化の抑制を目的としてモントリオール議定書キガリ改正（注）の規制対象となっているのはどれか。1つ選べ。（注）モントリオール議定書キガリ改正：オゾン層を破壊する物質に関するモントリオール議定書キガリ改正,ブロモフルオロカーボン,臭化メチル,クロロフルオロカーボン,ハイドロフルオロカーボン,ハイドロクロロフルオロカーボン,4,,102-24 102-25 103-24 103-25 104-21 104-24 104-25 105-25 106-23 106-24 106-25 107-25 108-17 108-23 108-24 108-25 109-18 109-25 110-23 110-24 110-25
111,25,衛生,化学物質の毒性・解毒,20,10,肯定形,,,5,65,水質汚濁防止法において、健康に係る有害物質についての排水基準の許容濃度として「検出されないこと」となっているのはどれか。1つ選べ。,六価クロム化合物,アルキル水銀化合物,カドミウム及びその化合物,大腸菌,ポリ塩化ビフェニル ― ―,2,,102-21 103-21 103-22 104-22 104-23 105-17 105-22 105-24 106-21 106-22 107-22 107-23 107-24 108-22 109-22 110-18 110-21 111-22 111-23
111,26,薬理,自律神経作用薬,38,10,肯定形,,,5,24,Gi タンパク質共役型受容体はどれか。1つ選べ。,アドレナリン α2受容体,アセチルコリン M3受容体,γ-アミノ酪酸 GABAA 受容体,ヒスタミン H2受容体,インスリン受容体,1,,102-27 102-29 103-26 103-28 103-29 103-30 104-27 104-28 104-33 104-40 105-28 105-29 105-37 106-27 106-28 106-35 106-40 107-26 107-27 107-28 107-29 108-27 108-28 108-34 108-36 108-40 109-26 109-27 109-34 109-35 110-26 110-27 110-28 110-29 110-31 111-33 111-35
111,27,薬理,中枢神経作用薬,25,9,肯定形,,,5,25,リドカインの局所麻酔作用の機序はどれか。1つ選べ。,電位依存性 Na＋チャネルの遮断,電位依存性 Ca2＋チャネルの遮断,電位依存性 K＋チャネルの活性化,ヒスタミン H1受容体の遮断,オピオイド μ 受容体の刺激,1,,102-30 103-27 103-31 103-32 103-33 103-36 104-30 104-32 104-34 105-27 105-30 105-31 105-32 106-29 106-30 106-36 107-30 109-28 110-32 110-36 111-28 111-29 111-30 111-31
111,28,薬理,中枢神経作用薬,25,9,肯定形,,,5,53,γ-アミノ酪酸 GABAA 受容体のベンゾジアゼピン結合部位に結合し、麻酔作用を示すのはどれか。1つ選べ。,デクスメデトミジン,チオペンタール,ドロペリドール,ミダゾラム,ケタミン,4,,102-30 103-27 103-31 103-32 103-33 103-36 104-30 104-32 104-34 105-27 105-30 105-31 105-32 106-29 106-30 106-36 107-30 109-28 110-32 110-36 111-27 111-29 111-30 111-31
111,29,薬理,中枢神経作用薬,25,9,肯定形,,,5,56,セロトニン5-HT2A 受容体を遮断するため、錐体外路症状が最も発現しにくい統合失調症治療薬はどれか。1つ選べ。,ハロペリドール,フルフェナジン,タンドスピロン,リスペリドン,エスシタロプラム,4,,102-30 103-27 103-31 103-32 103-33 103-36 104-30 104-32 104-34 105-27 105-30 105-31 105-32 106-29 106-30 106-36 107-30 109-28 110-32 110-36 111-27 111-28 111-30 111-31
111,30,薬理,中枢神経作用薬,25,9,肯定形,,,5,29,抗てんかん薬レベチラセタムの主な作用点はどれか。1つ選べ。,電位依存性 Na＋チャネル,シナプス小胞タンパク質2A（SV2A）,グルタミン酸 NMDA 受容体,炭酸脱水酵素,γ-アミノ酪酸（GABA）トランスアミナーゼ,2,,102-30 103-27 103-31 103-32 103-33 103-36 104-30 104-32 104-34 105-27 105-30 105-31 105-32 106-29 106-30 106-36 107-30 109-28 110-32 110-36 111-27 111-28 111-29 111-31
111,31,薬理,中枢神経作用薬,25,9,肯定形,,,5,34,延髄の呼吸中枢を直接刺激して、呼吸を促進させるのはどれか。1つ選べ。,チペピジン,オキシメテバノール,レバロルファン,フルマゼニル,ジモルホラミン,5,,102-30 103-27 103-31 103-32 103-33 103-36 104-30 104-32 104-34 105-27 105-30 105-31 105-32 106-29 106-30 106-36 107-30 109-28 110-32 110-36 111-27 111-28 111-29 111-30
111,32,薬理,循環器作用薬,15,9,否定形,,,5,58,電位依存性 Na＋チャネルを遮断する抗不整脈薬のうち、心筋の活動電位持続時間に影響を及ぼさないのはどれか。1つ選べ。,シベンゾリン,ジソピラミド,キニジン,ピルシカイニド,メキシレチン,4,,102-28 102-31 102-32 103-34 103-35 104-31 106-33 107-33 107-35 108-31 108-32 109-31 109-33 110-34
111,33,薬理,自律神経作用薬,38,10,肯定形,,,5,49,活性代謝物がアドレナリン α1受容体を刺激することで、起立性低血圧を改善するのはどれか。1つ選べ。,ドブタミン,ミルリノン,ミドドリン,アメジニウム,ブクラデシン,3,,102-27 102-29 103-26 103-28 103-29 103-30 104-27 104-28 104-33 104-40 105-28 105-29 105-37 106-27 106-28 106-35 106-40 107-26 107-27 107-28 107-29 108-27 108-28 108-34 108-36 108-40 109-26 109-27 109-34 109-35 110-26 110-27 110-28 110-29 110-31 111-26 111-35
111,34,薬理,血液・造血薬,5,5,肯定形,,,5,39,ADP P2Y12受容体を遮断して、血小板凝集を抑制するのはどれか。1つ選べ。,ジピリダモール,オザグレル,ベラプロスト,プラスグレル,サルポグレラート,4,,102-37 104-36 108-33 110-35
111,35,薬理,自律神経作用薬,38,10,肯定形,,,5,43,切迫流・早産の治療に用いられる選択的アドレナリン β2受容体刺激薬はどれか。1つ選べ。,ピペリドレート,ジノプロスト,リトドリン,オキシトシン,レボノルゲストレル,3,,102-27 102-29 103-26 103-28 103-29 103-30 104-27 104-28 104-33 104-40 105-28 105-29 105-37 106-27 106-28 106-35 106-40 107-26 107-27 107-28 107-29 108-27 108-28 108-34 108-36 108-40 109-26 109-27 109-34 109-35 110-26 110-27 110-28 110-29 110-31 111-26 111-33
111,36,薬理,呼吸器・消化器薬,5,4,肯定形,,,5,53,胆汁酸トランスポーターを阻害し、大腸管腔内の胆汁酸量を増加させることで便秘を改善するのはどれか。1つ選べ。,ルビプロストン,リナクロチド,エロビキシバット,トリメブチン,ラモセトロン,3,,105-35 107-36 107-37 108-35
